date,product_id,price,quantity_sold,channel,region,ad_spend
2023-06-05,FITNESS_BAND,3135.77,72,Amazon,West,11552.71
2023-06-05,YOGA_MAT,1478.18,5,Own_Website,South,1866.58
2023-06-05,YOGA_MAT,1526.65,12,Flipkart,North,1534.57
2023-06-05,YOGA_MAT,1569.9,21,Amazon,West,2466.99
2023-06-05,SMART_WATCH,4539.19,5,Own_Website,West,5399.03
2023-06-05,SMART_WATCH,4334.33,22,Flipkart,West,6926.24
2023-06-05,CRICKET_JERSEY,1160.37,2,Own_Website,West,521.69
2023-06-05,CRICKET_JERSEY,1197.94,11,Flipkart,West,876.94
2023-06-05,CRICKET_JERSEY,1241.47,7,Amazon,West,498.16
2023-06-05,PRO_RUN_SHOES,2480.72,9,Own_Website,West,4683.1
2023-06-05,PRO_RUN_SHOES,2424.44,70,Amazon,North,10567.99
2023-06-05,SMART_WATCH,4638.9,33,Amazon,West,9389.15
2023-06-05,PRO_RUN_SHOES,2489.3,36,Flipkart,West,7581.97
2023-06-06,FITNESS_BAND,3037.78,7,Own_Website,South,4454.18
2023-06-06,SMART_WATCH,4626.37,4,Own_Website,West,4186.16
2023-06-06,FITNESS_BAND,3080.09,12,Flipkart,South,2358.6
2023-06-06,FITNESS_BAND,2865.23,27,Amazon,South,4843.92
2023-06-06,YOGA_MAT,1474.02,10,Own_Website,West,3013.35
2023-06-06,YOGA_MAT,1455.07,21,Flipkart,South,2465.5
2023-06-06,YOGA_MAT,1500.52,44,Amazon,West,4094.08
2023-06-06,SMART_WATCH,4587.84,10,Flipkart,East,3166.63
2023-06-06,CRICKET_JERSEY,1189.86,3,Own_Website,West,738.77
2023-06-06,CRICKET_JERSEY,1235.49,11,Flipkart,South,1146.26
2023-06-06,CRICKET_JERSEY,1186.16,18,Amazon,West,1377.98
2023-06-06,PRO_RUN_SHOES,2602.02,5,Own_Website,West,2660.43
2023-06-06,PRO_RUN_SHOES,2385.91,23,Flipkart,West,4014.56
2023-06-06,PRO_RUN_SHOES,2603.18,44,Amazon,North,5647.48
2023-06-06,SMART_WATCH,4685.89,15,Amazon,North,5177.81
2023-06-07,FITNESS_BAND,3061.83,16,Flipkart,North,3363.87
2023-06-07,FITNESS_BAND,2861.36,19,Amazon,East,4485.39
2023-06-07,YOGA_MAT,1447.97,6,Own_Website,South,2083.59
2023-06-07,YOGA_MAT,1467.04,12,Flipkart,East,1329.72
2023-06-07,YOGA_MAT,1476.21,29,Amazon,West,2238.72
2023-06-07,SMART_WATCH,4511.21,2,Own_Website,North,1868.34
2023-06-07,SMART_WATCH,4411.47,14,Flipkart,East,3918.65
2023-06-07,FITNESS_BAND,3094.39,4,Own_Website,North,2745.88
2023-06-07,CRICKET_JERSEY,1238.32,3,Own_Website,South,818.24
2023-06-07,CRICKET_JERSEY,1209.61,12,Flipkart,North,1124.91
2023-06-07,CRICKET_JERSEY,1235.37,21,Amazon,South,1294.41
2023-06-07,PRO_RUN_SHOES,2524.0,11,Own_Website,South,5706.05
2023-06-07,PRO_RUN_SHOES,2431.86,41,Flipkart,West,8116.7
2023-06-07,PRO_RUN_SHOES,2437.21,59,Amazon,South,11437.73
2023-06-07,SMART_WATCH,4687.2,24,Amazon,North,6649.3
2023-06-08,FITNESS_BAND,2876.46,8,Own_Website,North,5809.46
2023-06-08,FITNESS_BAND,2896.51,24,Flipkart,West,6152.22
2023-06-08,FITNESS_BAND,2985.05,33,Amazon,North,6114.62
2023-06-08,YOGA_MAT,1522.71,9,Own_Website,North,3194.13
2023-06-08,YOGA_MAT,1430.93,23,Flipkart,South,2981.59
2023-06-08,YOGA_MAT,1489.1,33,Amazon,North,3865.77
2023-06-08,SMART_WATCH,4697.86,3,Own_Website,West,2758.85
2023-06-08,SMART_WATCH,4334.14,22,Flipkart,South,8328.56
2023-06-08,CRICKET_JERSEY,1201.82,3,Own_Website,South,826.25
2023-06-08,CRICKET_JERSEY,1176.88,9,Flipkart,South,812.24
2023-06-08,CRICKET_JERSEY,1150.39,21,Amazon,West,1885.23
2023-06-08,PRO_RUN_SHOES,2437.21,13,Own_Website,East,6934.96
2023-06-08,PRO_RUN_SHOES,2438.54,37,Flipkart,West,6542.97
2023-06-08,PRO_RUN_SHOES,2455.55,46,Amazon,West,7288.95
2023-06-08,SMART_WATCH,4618.66,21,Amazon,West,4955.44
2023-06-09,FITNESS_BAND,3029.17,5,Own_Website,North,3668.98
2023-06-09,FITNESS_BAND,2877.01,39,Flipkart,East,7573.85
2023-06-09,FITNESS_BAND,3103.08,52,Amazon,North,12419.53
2023-06-09,YOGA_MAT,1433.12,4,Own_Website,West,1299.77
2023-06-09,YOGA_MAT,1440.12,25,Flipkart,West,3288.68
2023-06-09,YOGA_MAT,1476.3,41,Amazon,North,3568.24
2023-06-09,SMART_WATCH,4593.8,5,Own_Website,West,4808.38
2023-06-09,CRICKET_JERSEY,1256.08,2,Own_Website,West,487.05
2023-06-09,SMART_WATCH,4503.89,24,Amazon,North,8094.83
2023-06-09,CRICKET_JERSEY,1187.93,9,Flipkart,West,702.12
2023-06-09,CRICKET_JERSEY,1259.09,11,Amazon,North,943.66
2023-06-09,PRO_RUN_SHOES,2375.2,12,Own_Website,South,6569.16
2023-06-09,PRO_RUN_SHOES,2482.9,29,Flipkart,West,4552.47
2023-06-09,PRO_RUN_SHOES,2551.34,69,Amazon,West,11170.83
2023-06-09,SMART_WATCH,4445.24,11,Flipkart,North,3555.26
2023-06-10,FITNESS_BAND,2983.8,11,Own_Website,South,7504.63
2023-06-10,FITNESS_BAND,3108.24,45,Flipkart,North,8290.09
2023-06-10,FITNESS_BAND,2866.7,40,Amazon,West,7347.72
2023-06-10,YOGA_MAT,1530.71,8,Own_Website,North,2663.55
2023-06-10,YOGA_MAT,1526.43,37,Flipkart,West,3601.9
2023-06-10,YOGA_MAT,1557.76,55,Amazon,North,6107.69
2023-06-10,SMART_WATCH,4381.08,7,Own_Website,West,7647.7
2023-06-10,SMART_WATCH,4661.16,16,Flipkart,West,5298.24
2023-06-10,SMART_WATCH,4703.01,30,Amazon,West,7255.61
2023-06-10,CRICKET_JERSEY,1207.36,6,Own_Website,North,1769.29
2023-06-10,CRICKET_JERSEY,1228.28,26,Flipkart,North,2571.03
2023-06-10,CRICKET_JERSEY,1216.49,31,Amazon,North,2750.06
2023-06-10,PRO_RUN_SHOES,2558.05,12,Own_Website,North,7437.57
2023-06-10,PRO_RUN_SHOES,2414.82,43,Flipkart,West,9525.54
2023-06-10,PRO_RUN_SHOES,2575.87,64,Amazon,North,11415.45
2023-06-11,FITNESS_BAND,3005.41,23,Flipkart,East,5832.57
2023-06-11,FITNESS_BAND,2979.11,35,Amazon,West,7850.55
2023-06-11,YOGA_MAT,1496.67,9,Own_Website,North,3206.04
2023-06-11,YOGA_MAT,1445.46,42,Flipkart,North,4391.0
2023-06-11,YOGA_MAT,1474.98,58,Amazon,South,5380.3
2023-06-11,SMART_WATCH,4476.95,3,Own_Website,South,3122.3
2023-06-11,SMART_WATCH,4415.05,30,Flipkart,North,11730.6
2023-06-11,FITNESS_BAND,3068.27,8,Own_Website,South,5357.13
2023-06-11,CRICKET_JERSEY,1147.15,6,Own_Website,West,1475.04
2023-06-11,CRICKET_JERSEY,1155.37,20,Flipkart,South,1481.89
2023-06-11,CRICKET_JERSEY,1160.15,34,Amazon,North,2092.26
2023-06-11,PRO_RUN_SHOES,2543.47,19,Own_Website,East,11797.47
2023-06-11,PRO_RUN_SHOES,2451.33,55,Flipkart,North,10768.47
2023-06-11,PRO_RUN_SHOES,2377.75,80,Amazon,South,15202.06
2023-06-11,SMART_WATCH,4288.33,43,Amazon,North,12699.86
2023-06-12,FITNESS_BAND,2930.62,33,Flipkart,East,7199.88
2023-06-12,FITNESS_BAND,3036.6,50,Amazon,West,10952.41
2023-06-12,YOGA_MAT,1431.23,3,Own_Website,West,1101.73
2023-06-12,YOGA_MAT,1563.52,8,Flipkart,West,891.98
2023-06-12,YOGA_MAT,1545.22,17,Amazon,West,1845.22
2023-06-12,SMART_WATCH,4286.54,2,Own_Website,East,1896.97
2023-06-12,SMART_WATCH,4688.18,21,Flipkart,West,7079.08
2023-06-12,FITNESS_BAND,2884.72,7,Own_Website,North,4967.38
2023-06-12,CRICKET_JERSEY,1196.58,4,Own_Website,East,967.35
2023-06-12,CRICKET_JERSEY,1184.45,15,Flipkart,West,1234.2
2023-06-12,CRICKET_JERSEY,1183.15,30,Amazon,South,1842.26
2023-06-12,PRO_RUN_SHOES,2402.06,16,Own_Website,West,8413.91
2023-06-12,PRO_RUN_SHOES,2402.61,34,Flipkart,South,6257.13
2023-06-12,PRO_RUN_SHOES,2427.94,50,Amazon,North,6269.47
2023-06-12,SMART_WATCH,4439.99,41,Amazon,North,11115.08
2023-06-13,FITNESS_BAND,2901.54,10,Own_Website,North,6812.79
2023-06-13,FITNESS_BAND,2925.56,29,Flipkart,North,7370.53
2023-06-13,FITNESS_BAND,2883.96,43,Amazon,South,8537.22
2023-06-13,YOGA_MAT,1427.7,7,Own_Website,East,2433.1
2023-06-13,YOGA_MAT,1510.4,11,Flipkart,East,1395.9
2023-06-13,YOGA_MAT,1560.58,28,Amazon,West,2173.61
2023-06-13,SMART_WATCH,4297.38,7,Own_Website,North,7396.6
2023-06-13,SMART_WATCH,4384.34,11,Flipkart,North,3349.82
2023-06-13,CRICKET_JERSEY,1258.97,2,Own_Website,West,480.62
2023-06-13,CRICKET_JERSEY,1211.85,5,Flipkart,West,496.51
2023-06-13,CRICKET_JERSEY,1190.42,27,Amazon,West,1655.9
2023-06-13,PRO_RUN_SHOES,2623.59,16,Own_Website,South,8001.69
2023-06-13,PRO_RUN_SHOES,2507.58,60,Flipkart,East,12970.34
2023-06-13,PRO_RUN_SHOES,2577.62,99,Amazon,West,18665.81
2023-06-13,SMART_WATCH,4477.2,35,Amazon,South,8659.7
2023-06-14,SMART_WATCH,4321.69,5,Own_Website,North,5057.4
2023-06-14,FITNESS_BAND,3013.04,23,Flipkart,West,4333.87
2023-06-14,FITNESS_BAND,3078.22,36,Amazon,West,5857.7
2023-06-14,YOGA_MAT,1529.33,8,Own_Website,West,2888.28
2023-06-14,YOGA_MAT,1481.1,23,Flipkart,East,2893.56
2023-06-14,YOGA_MAT,1502.77,26,Amazon,North,2610.12
2023-06-14,SMART_WATCH,4545.75,26,Flipkart,East,9443.6
2023-06-14,FITNESS_BAND,2943.08,6,Own_Website,West,4184.65
2023-06-14,CRICKET_JERSEY,1224.23,7,Own_Website,West,1722.79
2023-06-14,PRO_RUN_SHOES,2495.36,56,Amazon,West,7109.5
2023-06-14,PRO_RUN_SHOES,2500.36,39,Flipkart,East,6200.15
2023-06-14,SMART_WATCH,4366.09,19,Amazon,North,6173.13
2023-06-14,CRICKET_JERSEY,1184.47,36,Amazon,North,2620.03
2023-06-14,CRICKET_JERSEY,1150.18,13,Flipkart,South,1219.26
2023-06-14,PRO_RUN_SHOES,2523.19,11,Own_Website,North,6588.38
2023-06-15,FITNESS_BAND,3076.1,28,Flipkart,East,5496.18
2023-06-15,FITNESS_BAND,3089.93,44,Amazon,South,10361.59
2023-06-15,YOGA_MAT,1554.29,10,Own_Website,East,3683.81
2023-06-15,YOGA_MAT,1436.35,23,Flipkart,West,2424.13
2023-06-15,YOGA_MAT,1490.6,35,Amazon,West,3601.39
2023-06-15,SMART_WATCH,4678.64,3,Own_Website,North,3364.84
2023-06-15,SMART_WATCH,4466.54,17,Flipkart,South,6479.14
2023-06-15,FITNESS_BAND,2883.47,8,Own_Website,East,5937.31
2023-06-15,CRICKET_JERSEY,1154.62,2,Own_Website,South,547.24
2023-06-15,CRICKET_JERSEY,1207.05,8,Flipkart,West,618.95
2023-06-15,CRICKET_JERSEY,1228.16,12,Amazon,North,858.3
2023-06-15,PRO_RUN_SHOES,2427.4,14,Own_Website,West,7124.14
2023-06-15,PRO_RUN_SHOES,2396.4,27,Flipkart,South,5599.92
2023-06-15,PRO_RUN_SHOES,2570.86,43,Amazon,South,6147.96
2023-06-15,SMART_WATCH,4464.65,21,Amazon,North,5203.57
2023-06-16,FITNESS_BAND,2995.27,10,Own_Website,West,6800.08
2023-06-16,FITNESS_BAND,3142.14,28,Flipkart,North,6646.26
2023-06-16,FITNESS_BAND,3033.74,45,Amazon,East,10343.83
2023-06-16,YOGA_MAT,1461.85,8,Own_Website,North,2649.12
2023-06-16,YOGA_MAT,1467.33,25,Flipkart,North,2593.28
2023-06-16,YOGA_MAT,1542.68,41,Amazon,North,3249.75
2023-06-16,SMART_WATCH,4450.29,4,Own_Website,South,4086.97
2023-06-16,SMART_WATCH,4457.71,38,Flipkart,South,14305.24
2023-06-16,CRICKET_JERSEY,1232.7,2,Own_Website,North,555.73
2023-06-16,CRICKET_JERSEY,1242.45,14,Flipkart,North,1058.07
2023-06-16,CRICKET_JERSEY,1215.73,14,Amazon,North,1196.07
2023-06-16,PRO_RUN_SHOES,2537.67,10,Own_Website,South,5691.67
2023-06-16,PRO_RUN_SHOES,2380.66,58,Amazon,South,10416.1
2023-06-16,SMART_WATCH,4692.44,43,Amazon,South,11907.04
2023-06-16,PRO_RUN_SHOES,2407.72,50,Flipkart,East,10378.97
2023-06-17,FITNESS_BAND,3014.5,11,Own_Website,South,6819.08
2023-06-17,SMART_WATCH,4311.55,5,Own_Website,West,4850.45
2023-06-17,FITNESS_BAND,2976.18,39,Flipkart,North,7452.62
2023-06-17,FITNESS_BAND,2908.08,53,Amazon,East,10650.67
2023-06-17,YOGA_MAT,1459.68,4,Own_Website,East,1279.89
2023-06-17,YOGA_MAT,1529.46,19,Flipkart,West,2118.8
2023-06-17,YOGA_MAT,1473.48,34,Amazon,East,2866.87
2023-06-17,SMART_WATCH,4714.73,24,Flipkart,South,8439.21
2023-06-17,CRICKET_JERSEY,1239.29,5,Own_Website,West,1486.1
2023-06-17,CRICKET_JERSEY,1241.76,19,Flipkart,North,1452.36
2023-06-17,CRICKET_JERSEY,1192.7,18,Amazon,North,1335.68
2023-06-17,PRO_RUN_SHOES,2475.92,14,Own_Website,North,7840.55
2023-06-17,PRO_RUN_SHOES,2438.66,66,Flipkart,North,12987.6
2023-06-17,PRO_RUN_SHOES,2553.31,109,Amazon,West,21771.86
2023-06-17,SMART_WATCH,4286.84,25,Amazon,West,8760.71
2023-06-18,FITNESS_BAND,2915.13,22,Flipkart,North,4685.73
2023-06-18,FITNESS_BAND,2941.21,25,Amazon,South,5290.44
2023-06-18,YOGA_MAT,1440.9,8,Own_Website,West,2704.7
2023-06-18,YOGA_MAT,1538.84,21,Flipkart,West,2171.75
2023-06-18,YOGA_MAT,1431.0,40,Amazon,East,3536.01
2023-06-18,SMART_WATCH,4404.06,3,Own_Website,North,2804.28
2023-06-18,SMART_WATCH,4543.06,24,Flipkart,North,8172.49
2023-06-18,FITNESS_BAND,3106.18,4,Own_Website,South,2735.29
2023-06-18,CRICKET_JERSEY,1146.56,7,Own_Website,North,1710.25
2023-06-18,CRICKET_JERSEY,1251.91,20,Flipkart,North,2108.63
2023-06-18,CRICKET_JERSEY,1161.02,21,Amazon,West,1400.51
2023-06-18,PRO_RUN_SHOES,2492.91,15,Own_Website,West,8737.71
2023-06-18,PRO_RUN_SHOES,2399.2,51,Flipkart,West,9996.54
2023-06-18,PRO_RUN_SHOES,2530.86,63,Amazon,South,9063.89
2023-06-18,SMART_WATCH,4589.73,25,Amazon,West,8599.5
2023-06-19,FITNESS_BAND,3081.3,3,Own_Website,South,1827.19
2023-06-19,FITNESS_BAND,3129.95,24,Flipkart,West,6287.04
2023-06-19,FITNESS_BAND,3035.59,67,Amazon,West,11857.34
2023-06-19,YOGA_MAT,1543.54,8,Own_Website,South,2701.92
2023-06-19,YOGA_MAT,1553.98,28,Flipkart,West,3215.21
2023-06-19,YOGA_MAT,1547.33,36,Amazon,North,3819.42
2023-06-19,SMART_WATCH,4717.37,6,Own_Website,North,5896.5
2023-06-19,SMART_WATCH,4396.59,15,Flipkart,North,4833.0
2023-06-19,CRICKET_JERSEY,1212.84,5,Own_Website,West,1214.15
2023-06-19,CRICKET_JERSEY,1190.53,17,Flipkart,North,1493.42
2023-06-19,CRICKET_JERSEY,1142.33,28,Amazon,South,2614.37
2023-06-19,PRO_RUN_SHOES,2424.13,7,Own_Website,West,3818.18
2023-06-19,PRO_RUN_SHOES,2409.79,15,Flipkart,North,2886.87
2023-06-19,PRO_RUN_SHOES,2533.7,35,Amazon,West,4617.89
2023-06-19,SMART_WATCH,4392.44,18,Amazon,South,6280.25
2023-06-20,SMART_WATCH,4635.97,2,Own_Website,West,1994.94
2023-06-20,FITNESS_BAND,2962.3,19,Flipkart,South,3999.07
2023-06-20,FITNESS_BAND,3081.33,4,Own_Website,South,2558.93
2023-06-20,YOGA_MAT,1461.22,11,Own_Website,North,3315.54
2023-06-20,YOGA_MAT,1488.73,27,Flipkart,North,2549.65
2023-06-20,YOGA_MAT,1470.37,42,Amazon,West,4383.91
2023-06-20,SMART_WATCH,4606.89,11,Flipkart,East,3179.16
2023-06-20,FITNESS_BAND,2870.76,28,Amazon,West,5090.3
2023-06-20,CRICKET_JERSEY,1224.11,3,Own_Website,West,864.12
2023-06-20,PRO_RUN_SHOES,2592.58,69,Amazon,East,10451.01
2023-06-20,PRO_RUN_SHOES,2517.01,45,Flipkart,South,9978.47
2023-06-20,SMART_WATCH,4718.19,6,Amazon,South,1820.17
2023-06-20,CRICKET_JERSEY,1207.99,27,Amazon,South,1843.41
2023-06-20,CRICKET_JERSEY,1151.17,19,Flipkart,West,1808.86
2023-06-20,PRO_RUN_SHOES,2409.65,11,Own_Website,East,6476.79
2023-06-21,FITNESS_BAND,3128.85,23,Flipkart,North,5360.51
2023-06-21,FITNESS_BAND,3000.32,35,Amazon,West,7466.47
2023-06-21,YOGA_MAT,1532.46,7,Own_Website,West,2572.42
2023-06-21,YOGA_MAT,1556.06,20,Flipkart,North,1899.64
2023-06-21,YOGA_MAT,1446.32,25,Amazon,South,2696.2
2023-06-21,SMART_WATCH,4419.63,5,Own_Website,North,4581.65
2023-06-21,SMART_WATCH,4531.53,16,Flipkart,East,5521.57
2023-06-21,FITNESS_BAND,3038.39,7,Own_Website,North,4331.09
2023-06-21,CRICKET_JERSEY,1224.05,3,Own_Website,North,806.35
2023-06-21,CRICKET_JERSEY,1169.35,7,Flipkart,North,609.28
2023-06-21,CRICKET_JERSEY,1142.55,17,Amazon,North,1114.3
2023-06-21,PRO_RUN_SHOES,2537.24,12,Own_Website,West,6760.55
2023-06-21,PRO_RUN_SHOES,2498.76,45,Flipkart,East,9350.85
2023-06-21,PRO_RUN_SHOES,2408.16,55,Amazon,East,9200.21
2023-06-21,SMART_WATCH,4542.3,23,Amazon,East,6643.54
2023-06-22,FITNESS_BAND,2920.2,6,Own_Website,North,4434.91
2023-06-22,FITNESS_BAND,3127.04,23,Flipkart,South,4976.44
2023-06-22,FITNESS_BAND,2857.3,31,Amazon,South,6494.08
2023-06-22,YOGA_MAT,1443.02,4,Own_Website,East,1210.0
2023-06-22,YOGA_MAT,1506.99,23,Flipkart,North,3099.28
2023-06-22,YOGA_MAT,1508.75,29,Amazon,South,3423.42
2023-06-22,SMART_WATCH,4414.53,7,Own_Website,North,6427.74
2023-06-22,SMART_WATCH,4439.07,22,Flipkart,West,8047.04
2023-06-22,CRICKET_JERSEY,1141.83,6,Own_Website,West,1556.77
2023-06-22,CRICKET_JERSEY,1149.67,13,Flipkart,East,1058.47
2023-06-22,CRICKET_JERSEY,1154.65,20,Amazon,South,1546.21
2023-06-22,PRO_RUN_SHOES,2418.04,9,Own_Website,South,5218.32
2023-06-22,PRO_RUN_SHOES,2475.95,66,Amazon,East,10220.56
2023-06-22,SMART_WATCH,4529.62,40,Amazon,West,12348.81
2023-06-22,PRO_RUN_SHOES,2444.05,41,Flipkart,North,8842.31
2023-06-23,FITNESS_BAND,3139.87,4,Own_Website,West,2990.64
2023-06-23,SMART_WATCH,4537.4,4,Own_Website,North,4253.82
2023-06-23,FITNESS_BAND,3023.91,25,Flipkart,North,6369.28
2023-06-23,FITNESS_BAND,3129.16,35,Amazon,North,5424.22
2023-06-23,YOGA_MAT,1546.14,5,Own_Website,West,1587.57
2023-06-23,YOGA_MAT,1441.24,15,Flipkart,North,1894.04
2023-06-23,YOGA_MAT,1558.33,17,Amazon,East,1467.22
2023-06-23,SMART_WATCH,4320.87,25,Flipkart,East,9826.53
2023-06-23,CRICKET_JERSEY,1205.92,6,Own_Website,North,1795.37
2023-06-23,CRICKET_JERSEY,1233.57,17,Flipkart,North,1271.05
2023-06-23,CRICKET_JERSEY,1179.66,31,Amazon,East,2465.17
2023-06-23,PRO_RUN_SHOES,2505.94,15,Own_Website,West,7966.13
2023-06-23,PRO_RUN_SHOES,2572.2,40,Flipkart,West,6821.23
2023-06-23,PRO_RUN_SHOES,2421.68,75,Amazon,West,10892.51
2023-06-23,SMART_WATCH,4702.31,31,Amazon,North,10389.99
2023-06-24,FITNESS_BAND,3071.7,24,Flipkart,West,6224.57
2023-06-24,FITNESS_BAND,2883.31,25,Amazon,South,3905.49
2023-06-24,YOGA_MAT,1445.37,5,Own_Website,West,1559.84
2023-06-24,YOGA_MAT,1539.02,35,Flipkart,North,3456.23
2023-06-24,YOGA_MAT,1474.6,49,Amazon,North,4534.33
2023-06-24,SMART_WATCH,4511.99,9,Own_Website,East,9430.51
2023-06-24,SMART_WATCH,4722.76,24,Flipkart,North,7151.49
2023-06-24,FITNESS_BAND,3053.57,9,Own_Website,North,5591.61
2023-06-24,CRICKET_JERSEY,1217.58,3,Own_Website,East,860.9
2023-06-24,CRICKET_JERSEY,1208.24,13,Flipkart,South,1143.42
2023-06-24,CRICKET_JERSEY,1189.14,23,Amazon,North,1977.52
2023-06-24,PRO_RUN_SHOES,2612.71,9,Own_Website,North,4778.93
2023-06-24,PRO_RUN_SHOES,2550.9,57,Flipkart,North,8733.38
2023-06-24,PRO_RUN_SHOES,2480.26,86,Amazon,West,13052.88
2023-06-24,SMART_WATCH,4496.3,45,Amazon,West,15443.36
2023-06-25,FITNESS_BAND,2948.8,8,Own_Website,East,5026.74
2023-06-25,FITNESS_BAND,2886.96,19,Flipkart,North,4325.07
2023-06-25,FITNESS_BAND,3054.89,48,Amazon,West,8333.84
2023-06-25,YOGA_MAT,1471.76,18,Own_Website,North,6740.98
2023-06-25,YOGA_MAT,1544.97,28,Flipkart,East,2694.93
2023-06-25,YOGA_MAT,1506.32,47,Amazon,North,4563.58
2023-06-25,SMART_WATCH,4545.89,2,Own_Website,North,1875.84
2023-06-25,SMART_WATCH,4662.71,22,Flipkart,South,6973.91
2023-06-25,CRICKET_JERSEY,1143.92,5,Own_Website,North,1438.94
2023-06-25,CRICKET_JERSEY,1208.42,28,Flipkart,South,2613.37
2023-06-25,CRICKET_JERSEY,1230.78,22,Amazon,West,2045.21
2023-06-25,PRO_RUN_SHOES,2436.01,6,Own_Website,East,3505.86
2023-06-25,PRO_RUN_SHOES,2461.68,40,Flipkart,North,6888.75
2023-06-25,PRO_RUN_SHOES,2509.96,59,Amazon,North,9293.61
2023-06-25,SMART_WATCH,4310.02,41,Amazon,North,9920.45
2023-06-26,FITNESS_BAND,3021.32,2,Own_Website,West,1406.06
2023-06-26,FITNESS_BAND,2953.41,28,Flipkart,South,7436.35
2023-06-26,FITNESS_BAND,2882.13,48,Amazon,East,10739.83
2023-06-26,YOGA_MAT,1437.5,11,Own_Website,South,3821.37
2023-06-26,YOGA_MAT,1439.36,26,Flipkart,South,2539.9
2023-06-26,YOGA_MAT,1571.61,45,Amazon,South,4877.78
2023-06-26,SMART_WATCH,4503.84,1,Own_Website,North,995.74
2023-06-26,SMART_WATCH,4503.56,26,Amazon,North,6238.82
2023-06-26,CRICKET_JERSEY,1229.62,12,Flipkart,North,1194.39
2023-06-26,PRO_RUN_SHOES,2563.94,37,Amazon,South,6583.88
2023-06-26,PRO_RUN_SHOES,2376.18,33,Flipkart,West,5583.01
2023-06-26,SMART_WATCH,4670.02,12,Flipkart,West,3484.58
2023-06-26,CRICKET_JERSEY,1196.55,27,Amazon,North,2005.11
2023-06-26,PRO_RUN_SHOES,2572.35,7,Own_Website,East,4016.71
2023-06-27,FITNESS_BAND,3133.99,9,Own_Website,West,6225.38
2023-06-27,FITNESS_BAND,2916.93,32,Flipkart,North,8513.02
2023-06-27,FITNESS_BAND,2996.64,47,Amazon,East,8417.53
2023-06-27,YOGA_MAT,1467.57,7,Own_Website,North,2618.58
2023-06-27,YOGA_MAT,1529.46,38,Amazon,West,3272.64
2023-06-27,SMART_WATCH,4434.75,11,Own_Website,West,10286.16
2023-06-27,YOGA_MAT,1553.81,29,Flipkart,South,3071.54
2023-06-27,SMART_WATCH,4415.36,38,Amazon,West,10781.38
2023-06-27,CRICKET_JERSEY,1153.89,11,Flipkart,North,820.32
2023-06-27,CRICKET_JERSEY,1247.0,24,Amazon,South,2192.21
2023-06-27,PRO_RUN_SHOES,2434.03,11,Own_Website,North,6312.57
2023-06-27,PRO_RUN_SHOES,2553.74,41,Flipkart,North,8241.4
2023-06-27,PRO_RUN_SHOES,2539.95,68,Amazon,South,13397.79
2023-06-27,SMART_WATCH,4403.9,26,Flipkart,North,9586.18
2023-06-28,YOGA_MAT,1445.3,42,Amazon,West,3771.06
2023-06-28,FITNESS_BAND,3018.73,19,Flipkart,South,4888.66
2023-06-28,FITNESS_BAND,3080.15,25,Amazon,North,4385.07
2023-06-28,FITNESS_BAND,2925.18,8,Own_Website,East,5801.54
2023-06-28,YOGA_MAT,1446.36,11,Own_Website,West,3666.55
2023-06-28,YOGA_MAT,1566.78,29,Flipkart,West,3802.7
2023-06-28,SMART_WATCH,4691.83,6,Own_Website,West,5931.83
2023-06-28,PRO_RUN_SHOES,2538.27,7,Own_Website,North,3542.81
2023-06-28,SMART_WATCH,4452.25,35,Amazon,West,8193.7
2023-06-28,CRICKET_JERSEY,1210.6,6,Own_Website,East,1638.55
2023-06-28,CRICKET_JERSEY,1184.32,14,Flipkart,West,1407.1
2023-06-28,CRICKET_JERSEY,1256.52,20,Amazon,North,1769.39
2023-06-28,PRO_RUN_SHOES,2533.45,44,Flipkart,West,7260.69
2023-06-28,SMART_WATCH,4479.07,21,Flipkart,East,8454.58
2023-06-28,PRO_RUN_SHOES,2578.99,79,Amazon,East,13841.03
2023-06-29,SMART_WATCH,4331.21,4,Own_Website,North,4275.73
2023-06-29,FITNESS_BAND,2889.1,13,Own_Website,West,8224.84
2023-06-29,FITNESS_BAND,3138.25,37,Flipkart,West,9032.94
2023-06-29,FITNESS_BAND,3149.62,50,Amazon,North,9274.78
2023-06-29,YOGA_MAT,1574.29,8,Own_Website,West,2773.99
2023-06-29,YOGA_MAT,1517.22,27,Flipkart,South,3345.85
2023-06-29,YOGA_MAT,1532.34,60,Amazon,North,4987.73
2023-06-29,SMART_WATCH,4433.95,19,Flipkart,North,6600.53
2023-06-29,CRICKET_JERSEY,1199.48,3,Own_Website,West,810.94
2023-06-29,CRICKET_JERSEY,1153.48,1,Flipkart,East,81.51
2023-06-29,CRICKET_JERSEY,1237.19,9,Amazon,South,672.44
2023-06-29,PRO_RUN_SHOES,2528.57,15,Own_Website,North,7954.53
2023-06-29,PRO_RUN_SHOES,2417.29,60,Flipkart,South,12448.13
2023-06-29,PRO_RUN_SHOES,2459.86,92,Amazon,West,14737.03
2023-06-29,SMART_WATCH,4433.87,43,Amazon,South,12191.04
2023-06-30,FITNESS_BAND,2885.42,16,Flipkart,South,3291.85
2023-06-30,FITNESS_BAND,2874.0,26,Amazon,West,5565.84
2023-06-30,YOGA_MAT,1462.09,3,Own_Website,North,1075.31
2023-06-30,YOGA_MAT,1432.59,8,Flipkart,North,836.64
